# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
41.0000 m1 722077 15 22.0000 p70 p2 599 N p70->p38->p39->p36->p66->p67->p22->p72->p12->p6->p14->p23->p13->p11->p1->p2
45.0000 m2 592655 7 11.0000 p42 p35 599 N p42->p87->p9->p31->p33->p37->p62->p35
74.0000 m3 564525 13 23.0000 p24 p62 599 N p24->p25->p2->p1->p11->p13->p14->p6->p12->p9->p31->p33->p53->p62
83.0000 m4 287161 8 13.0000 p24 p5 599 N p24->p2->p1->p11->p13->p14->p6->p51->p5
101.0000 m5 417995 8 14.0000 p43 p56 599 N p43->p87->p9->p16->p73->p22->p67->p68->p56
111.0000 m6 275437 5 8.0000 p58 p36 599 N p58->p57->p83->p77->p39->p36
147.0000 m8 359380 6 11.0000 p64 p30 599 N p64->p22->p73->p52->p9->p31->p30
209.0000 m12 612426 1 1.0000 p32 p30 599 N p32->p30
237.0000 m13 374287 5 10.0000 p43 p40 599 N p43->p87->p9->p12->p6->p40
252.0000 m14 486055 2 7.0000 p53 p68 599 N p53->p65->p68
266.0000 m15 582832 4 5.0000 p58 p39 599 N p58->p57->p83->p77->p39
289.0000 m16 352865 7 13.0000 p43 p35 599 N p43->p87->p9->p31->p33->p53->p65->p35
294.0000 m17 499391 1 1.0000 p24 p25 599 N p24->p25
329.0000 m19 355561 1 1.0000 p27 p26 599 N p27->p26
413.0000 m24 710513 2 3.0000 p42 p9 599 N p42->p87->p9
455.0000 m26 541818 6 10.0000 p23 p50 599 N p23->p13->p19->p18->p21->p4->p50
478.0000 m18 492492 12 169.0000 p33 p47 597 N p33->p30->p31->p9->p12->p6->p14->p23->v5140->v3124->v5144->p48->p47
504.0000 m29 537497 4 7.0000 p23 p9 599 N p23->p14->p6->p12->p9
593.0000 m11 278419 6 401.0000 p40 p53 593 N p40->p6->p12->p9->p31->p33->p53
601.0000 m30 377645 2 86.0000 p55 p47 598 N p55->p58->p47
602.0000 m34 700409 6 14.0000 p29 p65 599 N p29->p87->p9->p16->p73->p64->p65
635.0000 m20 276013 7 289.0000 p31 p56 595 N p31->p9->p12->p72->p22->p67->p68->p56
642.0000 m32 542264 5 89.0000 p44 p17 598 N p44->p21->p18->p19->p13->p17
643.0000 m31 463183 5 109.0000 p44 p23 598 N p44->p21->p18->p19->p13->p23
695.0000 m40 559115 2 7.0000 p34 p36 599 N p34->p66->p36
709.0000 m41 398523 1 2.0000 p66 p64 599 N p66->p64
787.0000 m9 538290 10 632.0000 p60 p51 589 N p60->p47->v1107->v5141->p20->p18->p19->p13->p14->p6->p51
868.0000 m25 256552 7 439.0000 p58 p51 592 N p58->p68->p67->p64->p73->p12->p7->p51
885.0000 m22 405835 8 505.0000 p57 p33 591 N p57->p68->p67->p64->p72->p52->p9->p31->p33
945.0000 m28 660532 15 465.0000 p44 p39 592 N p44->p21->p18->p19->p13->p14->p6->p12->p72->p64->p67->p68->p56->p78->p85->p39
957.0000 m55 282087 2 5.0000 p68 p62 599 N p68->p66->p62
972.0000 m38 545969 3 316.0000 p46 p45 594 N p46->v1101->v5146->p45
987.0000 m57 307725 1 1.0000 p54 p66 599 N p54->p66
989.0000 m36 733332 8 367.0000 p47 p20 593 N p47->p60->p46->v1101->v5146->p45->p50->p44->p20
1144.0000 m63 573483 1 49.0000 p63 p39 599 N p63->p39
1177.0000 m21 314542 7 812.0000 p58 p70 586 N p58->p47->p48->v5144->v5138->p36->p38->p70
